PurchaseOrderID OrderDate               TotalDue              Name
1723            2014-01-16 00:00:00.000 22539.0165            American Bikes
1724            2014-01-16 00:00:00.000 16164.0229            Anderson's Custom Bikes
1725            2014-01-16 00:00:00.000 64847.5328            Proseware, Inc.
1726            2014-01-16 00:00:00.000 622.741               Aurora Bike Center
1727            2014-01-16 00:00:00.000 855.2203              Australia Bike Retailer
1728            2014-01-16 00:00:00.000 1984.6192             Beaumont Bikes
1729            2014-01-17 00:00:00.000 728.1381              Bergeron Off-Roads
1730            2014-01-17 00:00:00.000 38281.8686            Bicycle Specialists
1731            2014-01-17 00:00:00.000 1748.0327             Bike Satellite Inc.
1735            2014-01-17 00:00:00.000 15104.7146            Capital Road Cycles
1736            2014-01-17 00:00:00.000 14871.8525            Carlson Specialties
1737            2014-01-17 00:00:00.000 112401.5393           Chicago City Saddles
1738            2014-01-17 00:00:00.000 609.8274              Chicago Rent-All
1739            2014-01-17 00:00:00.000 7721.4638             Circuit Cycles
1740            2014-01-17 00:00:00.000 31019.8639            Comfort Road Bicycles
1741            2014-01-17 00:00:00.000 2118.6165             Compete Enterprises, Inc
1742            2014-01-17 00:00:00.000 4658.4038             Compete, Inc.
1743            2014-01-17 00:00:00.000 31268.7375            Competition Bike Training Systems
1745            2014-01-20 00:00:00.000 627.1964              Continental Pro Cycles
1746            2014-01-20 00:00:00.000 48485.6873            Crowley Sport
1747            2014-01-20 00:00:00.000 798.31                Cruger Bike Company
1748            2014-01-20 00:00:00.000 26871.9701            Custom Frames, Inc.
1750            2014-01-20 00:00:00.000 53073.8959            Electronic Bike Repair & Supplies
1751            2014-01-20 00:00:00.000 56200.7696            Expert Bike Co
1752            2014-01-20 00:00:00.000 1410.2839             Federal Sport
1753            2014-01-20 00:00:00.000 2214.3371             First National Sport Co.
1754            2014-01-20 00:00:00.000 31319.7885            First Rate Bicycles
1755            2014-01-20 00:00:00.000 502.6203              Gardner Touring Cycles
1756            2014-01-20 00:00:00.000 48485.6873            Greenwood Athletic Company
1757            2014-01-20 00:00:00.000 7880.9981             Hill Bicycle Center
1758            2014-01-20 00:00:00.000 31319.7885            Hill's Bicycle Service
1759            2014-01-20 00:00:00.000 24880.9811            Hybrid Bicycle Center
1760            2014-01-20 00:00:00.000 38281.8686            Inline Accessories
1761            2014-01-21 00:00:00.000 553.8221              Inner City Bikes
1763            2014-01-21 00:00:00.000 31160.2541            International Bicycles
1764            2014-01-21 00:00:00.000 4103.2241             International Sport Assoc.
1765            2014-01-21 00:00:00.000 70533.3379            Jackson Authority
1766            2014-01-21 00:00:00.000 14763.9492            Trey Research
1767            2014-01-21 00:00:00.000 6311.1799             Lakewood Bicycle
1768            2014-01-21 00:00:00.000 769.6634              Leaf River Terrain
1772            2014-01-21 00:00:00.000 48485.6873            Mitchell Sports
1775            2014-01-21 00:00:00.000 510.278               National Bike Association
1776            2014-01-21 00:00:00.000 567.049               Norstan Bike Hut
1778            2014-01-22 00:00:00.000 23821.6729            Premier Sport, Inc.
1779            2014-01-22 00:00:00.000 733.3592              Pro Sport Industries
1780            2014-01-22 00:00:00.000 72090.3934            Professional Athletic Consultants
1781            2014-01-22 00:00:00.000 555.9106              Ready Rentals
1783            2014-01-22 00:00:00.000 44720.676             Signature Cycles
1785            2014-01-22 00:00:00.000 68612.544             Sport Fan Co.
1786            2014-01-22 00:00:00.000 6572.8163             Sport Playground
1787            2014-01-22 00:00:00.000 100685.3348           Superior Bicycles
1788            2014-01-22 00:00:00.000 580.125               SUPERSALES INC.
1789            2014-01-23 00:00:00.000 2214.0703             Training Systems
1790            2014-01-23 00:00:00.000 29233.0789            Trikes, Inc.
1791            2014-01-23 00:00:00.000 1043.5289             Varsity Sport Co.
1792            2014-01-23 00:00:00.000 49276.9778            Victory Bikes
1793            2014-01-23 00:00:00.000 29526.6221            Vision Cycles, Inc.
1794            2014-01-23 00:00:00.000 41817.1504            Vista Road Bikes
1795            2014-01-23 00:00:00.000 28212.0589            West Junction Cycles
1796            2014-01-23 00:00:00.000 533.1813              WestAmerica Bicycle Co.
1800            2014-01-23 00:00:00.000 9776.2665             Allenson Cycles
1802            2014-01-23 00:00:00.000 22539.0165            American Bikes
1803            2014-01-23 00:00:00.000 16164.0229            Anderson's Custom Bikes
1804            2014-01-23 00:00:00.000 36852.4406            Proseware, Inc.
1805            2014-01-24 00:00:00.000 2055.731              Aurora Bike Center
1806            2014-01-24 00:00:00.000 533.1813              Australia Bike Retailer
1807            2014-01-24 00:00:00.000 1984.6192             Beaumont Bikes
1808            2014-01-24 00:00:00.000 665.4846              Bergeron Off-Roads
1809            2014-01-24 00:00:00.000 38281.8686            Bicycle Specialists
1810            2014-01-24 00:00:00.000 2032.6535             Bike Satellite Inc.
1814            2014-01-24 00:00:00.000 15104.7146            Capital Road Cycles
1815            2014-01-24 00:00:00.000 3242.6667             Carlson Specialties
1816            2014-01-24 00:00:00.000 56200.7696            Chicago City Saddles
1817            2014-01-27 00:00:00.000 609.8274              Chicago Rent-All
1818            2014-01-27 00:00:00.000 7721.4638             Circuit Cycles
1819            2014-01-27 00:00:00.000 31019.8639            Comfort Road Bicycles
1820            2014-01-27 00:00:00.000 41230.0639            Compete Enterprises, Inc
1821            2014-01-27 00:00:00.000 3765.0113             Compete, Inc.
1822            2014-01-27 00:00:00.000 31268.7375            Competition Bike Training Systems
1825            2014-01-27 00:00:00.000 48485.6873            Crowley Sport
1826            2014-01-27 00:00:00.000 601.9261              Cruger Bike Company
1827            2014-01-27 00:00:00.000 20599.0785            Custom Frames, Inc.
1829            2014-01-27 00:00:00.000 53073.8959            Electronic Bike Repair & Supplies
1831            2014-01-27 00:00:00.000 1410.2839             Federal Sport
1832            2014-01-27 00:00:00.000 2214.3371             First National Sport Co.
1833            2014-01-28 00:00:00.000 24880.9811            First Rate Bicycles
1834            2014-01-28 00:00:00.000 502.6203              Gardner Touring Cycles
1835            2014-01-28 00:00:00.000 48485.6873            Greenwood Athletic Company
1836            2014-01-28 00:00:00.000 7880.9981             Hill Bicycle Center
1837            2014-01-28 00:00:00.000 31319.7885            Hill's Bicycle Service
1838            2014-01-28 00:00:00.000 24880.9811            Hybrid Bicycle Center
1839            2014-01-28 00:00:00.000 38281.8686            Inline Accessories
1842            2014-01-29 00:00:00.000 31160.2541            International Bicycles
1843            2014-01-29 00:00:00.000 4103.2241             International Sport Assoc.
1844            2014-01-29 00:00:00.000 48485.6873            Jackson Authority
1845            2014-01-29 00:00:00.000 3292.0934             Trey Research
1846            2014-01-29 00:00:00.000 6311.1799             Lakewood Bicycle
1847            2014-01-29 00:00:00.000 858.353               Leaf River Terrain
1851            2014-01-29 00:00:00.000 48485.6873            Mitchell Sports
1854            2014-01-29 00:00:00.000 510.278               National Bike Association
1855            2014-01-29 00:00:00.000 2615.366              Norstan Bike Hut
1857            2014-01-31 00:00:00.000 23821.6729            Premier Sport, Inc.
1858            2014-01-31 00:00:00.000 689.8499              Pro Sport Industries
1859            2014-01-31 00:00:00.000 23183.5354            Professional Athletic Consultants
1862            2014-02-03 00:00:00.000 44720.676             Signature Cycles
1864            2014-02-03 00:00:00.000 42455.2879            Sport Fan Co.
1865            2014-02-03 00:00:00.000 6572.8163             Sport Playground
1866            2014-02-03 00:00:00.000 100685.3348           Superior Bicycles
1867            2014-02-03 00:00:00.000 580.125               SUPERSALES INC.
1868            2014-02-03 00:00:00.000 2214.0703             Training Systems
1869            2014-02-03 00:00:00.000 29233.0789            Trikes, Inc.
1870            2014-02-03 00:00:00.000 1043.5289             Varsity Sport Co.
1871            2014-02-03 00:00:00.000 7727.8451             Victory Bikes
1872            2014-02-03 00:00:00.000 39915.5006            Vision Cycles, Inc.
1873            2014-02-03 00:00:00.000 41817.1504            Vista Road Bikes
1874            2014-02-03 00:00:00.000 28212.0589            West Junction Cycles
1878            2014-02-04 00:00:00.000 769.6634              Advanced Bicycles
1879            2014-02-04 00:00:00.000 9776.2665             Allenson Cycles
1881            2014-02-04 00:00:00.000 22539.0165            American Bikes
1882            2014-02-04 00:00:00.000 16164.0229            Anderson's Custom Bikes
1883            2014-02-04 00:00:00.000 27995.0921            Proseware, Inc.
1886            2014-02-05 00:00:00.000 1984.6192             Beaumont Bikes
1887            2014-02-05 00:00:00.000 827.3743              Bergeron Off-Roads
1888            2014-02-05 00:00:00.000 38281.8686            Bicycle Specialists
1889            2014-02-05 00:00:00.000 2032.6535             Bike Satellite Inc.
1893            2014-02-05 00:00:00.000 15104.7146            Capital Road Cycles
1894            2014-02-05 00:00:00.000 7121.6145             Carlson Specialties
1895            2014-02-05 00:00:00.000 168602.3089           Chicago City Saddles
1896            2014-02-05 00:00:00.000 609.8274              Chicago Rent-All
1897            2014-02-06 00:00:00.000 7721.4638             Circuit Cycles
